Sub-Saharan Africa,Snacks,Online,M,20180505,889810454,195305.88
North America,Office Supplies,Online,M,20131225,312197816,647157.50
Sub-Saharan Africa,Personal Care,Offline,L,20131212,682004916,232180.90
Europe,Office Supplies,Online,H,20170420,885218083,575321.25
Sub-Saharan Africa,Cosmetics,Offline,L,20190407,778136146,1153105.84
Australia and Oceania,Clothes,Offline,M,20160726,737370431,231409.44
Middle East and North Africa,Office Supplies,Online,C,20121013,309844768,1111883.75
Europe,Clothes,Online,C,20121229,462795484,23721.12
Europe,Clothes,Online,C,20180609,433771407,106781.76
Asia,Cereal,Online,M,20100619,880633866,707479.74
Central America and the Cari,Personal Care,Online,M,20200122,731556689,68564.16
Europe,Personal Care,Offline,H,20150716,335026204,13883.24
Sub-Saharan Africa,Snacks,Online,L,20141108,109841239,182954.52
Europe,Personal Care,Offline,L,20160123,995113122,123821.46
Sub-Saharan Africa,Vegetables,Offline,C,20130521,400265681,401822.45
Sub-Saharan Africa,Fruits,Online,H,20130329,755035245,1354.42
Central America and the Cari,Household,Offline,M,20180316,959470641,1249438.47
Europe,Meat,Online,L,20101219,433933198,533733.20
Sub-Saharan Africa,Beverages,Offline,L,20130223,469096744,78393.96
Asia,Beverages,Offline,L,20151017,175947606,88651.26
Asia,Vegetables,Online,M,20161019,535784614,595189.64
Asia,Beverages,Offline,H,20150726,350219094,101273.22
Europe,Personal Care,Online,L,20180505,291174876,99513.26
Europe,Clothes,Online,L,20110701,650888288,85410.72
Sub-Saharan Africa,Cosmetics,Offline,L,20200429,891908156,747467.13
Middle East and North Africa,Fruits,Online,M,20180301,997095811,4007.83
Sub-Saharan Africa,Office Supplies,Online,C,20170410,119625079,1082467.50
Middle East and North Africa,Baby Food,Online,M,20100116,632982289,228242.66
Australia and Oceania,Vegetables,Online,M,20170201,480966269,471076.06
Asia,Personal Care,Offline,H,20171003,827688348,5763.80
Europe,Clothes,Offline,L,20190820,207572352,303086.88
Asia,Beverages,Online,C,20100606,375354611,72443.16
Asia,Cosmetics,Offline,H,20161010,456083953,735817.84
Middle East and North Africa,Cereal,Offline,C,20130504,995121705,662741.79
Central America and the Cari,Clothes,Offline,L,20130922,808141696,436307.04
Middle East and North Africa,Clothes,Online,H,20110827,131130254,235815.84
North America,Clothes,Offline,M,20180521,170386207,728524.80
Sub-Saharan Africa,Cosmetics,Online,C,20140810,852520883,1517711.23
Sub-Saharan Africa,Household,Offline,C,20191208,374458110,1546426.63
Middle East and North Africa,Personal Care,Offline,C,20120918,153434216,86431.94
Sub-Saharan Africa,Fruits,Online,H,20100324,776998031,23711.99
Europe,Beverages,Offline,H,20200722,653010880,145418.76
Central America and the Cari,Clothes,Online,L,20151114,959646594,705611.52
Europe,Clothes,Online,L,20120810,695391499,47956.32
Middle East and North Africa,Cereal,Online,H,20120905,729044425,823975.59
Europe,Personal Care,Online,C,20190629,649716699,111867.84
Middle East and North Africa,Cosmetics,Offline,C,20110322,116832149,362345.08
Asia,Office Supplies,Offline,H,20100501,210127103,16917.50
Asia,Vegetables,Online,L,20140118,279650390,228530.60
Europe,Vegetables,Offline,C,20100529,195763337,604596.01
Middle East and North Africa,Cereal,Online,M,20150907,799139773,183558.48
Sub-Saharan Africa,Beverages,Offline,L,20150730,750766026,112845.96
Asia,Fruits,Offline,L,20130501,581940925,19535.46
Europe,Meat,Online,H,20130909,444275796,568339.20
Sub-Saharan Africa,Clothes,Offline,L,20170723,559694468,358827.84
Australia and Oceania,Fruits,Offline,C,20160825,770433270,17303.80
Europe,Cereal,Offline,H,20200321,989041030,715275.66
Australia and Oceania,Cosmetics,Online,C,20170823,748379075,148484.98
Europe,Meat,Online,H,20151104,551621234,333819.20
Australia and Oceania,Snacks,Offline,H,20120717,522253835,296101.80
Europe,Baby Food,Offline,M,20120428,854075706,847018.96
Central America and the Cari,Household,Online,C,20100729,461198174,1266840.12
Europe,Office Supplies,Online,M,20200324,128045070,29795.00
Asia,Clothes,Offline,H,20121213,259352719,520542.72
Sub-Saharan Africa,Fruits,Online,C,20100110,430169951,13744.23
Sub-Saharan Africa,Cosmetics,Offline,L,20121111,735858094,976627.79
North America,Snacks,Online,M,20190108,442090976,187420.86
Sub-Saharan Africa,Vegetables,Online,M,20161113,234854924,482691.98
Central America and the Cari,Cereal,Online,H,20120429,870448768,353385.51
North America,Snacks,Online,L,20121024,925483834,4852.32
Sub-Saharan Africa,Snacks,Online,L,20110319,846883952,35069.04
Sub-Saharan Africa,Clothes,Online,M,20120808,701885449,173098.08
Europe,Personal Care,Offline,H,20180323,628037154,225665.30
Central America and the Cari,Baby Food,Online,M,20200214,383200395,610340.62
Sub-Saharan Africa,Clothes,Online,C,20170312,695548999,533174.40
Australia and Oceania,Fruits,Offline,L,20200715,113569295,15744.53
Sub-Saharan Africa,Cosmetics,Online,L,20160108,856060111,1054521.55
Europe,Snacks,Online,M,20120523,262132775,538607.52
Asia,Household,Offline,L,20140728,241211116,1422626.32
Asia,Beverages,Online,L,20180413,523031461,85926.42
Sub-Saharan Africa,Beverages,Offline,C,20150528,907642638,7532.46
Middle East and North Africa,Meat,Online,H,20100105,815405976,320491.60
Sub-Saharan Africa,Baby Food,Offline,H,20130114,636995303,951027.06
Europe,Cosmetics,Offline,H,20150713,383396947,787804.97
Middle East and North Africa,Baby Food,Online,C,20150518,135909736,725276.76
Europe,Vegetables,Offline,L,20111225,496144998,579849.05
Europe,Snacks,Online,M,20110805,336026561,362876.34
Europe,Cereal,Online,M,20110410,847790753,795449.61
Middle East and North Africa,Snacks,Offline,L,20141207,593986403,145073.34
Europe,Office Supplies,Offline,L,20170417,457474839,735532.50
Middle East and North Africa,Office Supplies,Online,M,20191204,491429889,489850.00
Europe,Beverages,Offline,H,20150318,369337880,64848.06
Middle East and North Africa,Meat,Online,H,20130126,734997642,56628.00
Sub-Saharan Africa,Cereal,Online,H,20140403,952520501,74238.42
Australia and Oceania,Beverages,Online,H,20150823,456330287,111608.82
Sub-Saharan Africa,Beverages,Online,C,20150821,101163327,83483.46
Central America and the Cari,Cosmetics,Offline,L,20190627,812068450,1383135.85
Sub-Saharan Africa,Office Supplies,Offline,L,20120720,434406983,1203793.75
Sub-Saharan Africa,Personal Care,Online,C,20190218,483852756,41023.22
Europe,Fruits,Offline,C,20110723,296392095,18947.42
Australia and Oceania,Fruits,Online,C,20111013,178323829,21301.99
Australia and Oceania,Snacks,Online,C,20110310,956259286,398551.92
Asia,Clothes,Offline,M,20180912,827122294,199903.68
Australia and Oceania,Fruits,Offline,H,20120828,308149182,16980.86
Europe,Clothes,Online,C,20100507,886888778,657508.32
Central America and the Cari,Office Supplies,Online,L,20191108,971202409,1165287.50
Europe,Meat,Online,C,20130504,839263904,325696.80
Europe,Baby Food,Offline,L,20171210,389559590,785572.70
Sub-Saharan Africa,Baby Food,Online,C,20140307,490888297,346150.46
Asia,Vegetables,Offline,M,20160226,732361352,53913.02
Asia,Cereal,Offline,H,20120928,773402583,519668.94
Sub-Saharan Africa,Clothes,Offline,M,20150916,793748319,486246.24
Australia and Oceania,Fruits,Online,C,20110731,143447387,19578.84
Sub-Saharan Africa,Baby Food,Offline,C,20200624,492861115,710418.46
Central America and the Cari,Household,Online,L,20151129,882663333,1416991.50
Sub-Saharan Africa,Clothes,Online,L,20150825,873840367,560934.72
Sub-Saharan Africa,Personal Care,Offline,C,20120329,997691047,195618.36
Middle East and North Africa,Office Supplies,Online,M,20100609,505826699,532270.00
Middle East and North Africa,Household,Online,C,20110221,520171153,1501182.34
Europe,Cosmetics,Offline,M,20161004,882960736,1140239.46
Europe,Vegetables,Offline,C,20150228,606744277,503146.10
Sub-Saharan Africa,Beverages,Online,L,20170208,124383103,103027.14
Europe,Baby Food,Offline,H,20181029,839051043,259205.44
Central America and the Cari,Vegetables,Online,M,20180116,174234426,548789.09
Middle East and North Africa,Clothes,Offline,C,20190504,123732078,288325.44
Sub-Saharan Africa,Clothes,Offline,C,20180206,501655328,720740.16
Central America and the Cari,Cosmetics,Offline,L,20160727,292428004,834576.00
Europe,Vegetables,Offline,C,20180629,800786435,590644.28
Sub-Saharan Africa,Beverages,Online,C,20130126,701779448,15487.74
Sub-Saharan Africa,Cereal,Offline,H,20120529,990768373,817951.47
Middle East and North Africa,Fruits,Offline,H,20140124,933427035,1583.37
Europe,Meat,Offline,L,20170208,315741765,220792.00
Europe,Cosmetics,Offline,H,20161001,794011390,777198.90
Middle East and North Africa,Cereal,Offline,H,20200604,944847238,13199.91
Central America and the Cari,Office Supplies,Online,C,20100424,315173137,705737.50
Australia and Oceania,Baby Food,Offline,H,20121118,772225415,720483.76
Sub-Saharan Africa,Household,Offline,M,20180905,653552901,1604597.86
Middle East and North Africa,Cereal,Online,M,20191002,617016923,697557.66
Middle East and North Africa,Cereal,Online,L,20141230,490791308,434888.31
Europe,Baby Food,Online,H,20150706,623362386,540362.82
Sub-Saharan Africa,Household,Offline,H,20171108,533528983,321019.01
Europe,Fruits,Offline,L,20200201,260402429,18605.20
Europe,Fruits,Offline,L,20160605,813406550,9468.89
Middle East and North Africa,Snacks,Offline,L,20130419,122277677,195030.18
Europe,Vegetables,Offline,L,20130408,687064635,413438.37
Asia,Clothes,Online,C,20200603,128128755,367273.44
Sub-Saharan Africa,Fruits,Online,C,20130807,636143863,19183.60
Sub-Saharan Africa,Personal Care,Offline,C,20151207,422096288,163541.56
Europe,Beverages,Online,L,20140815,467284858,138246.48
Sub-Saharan Africa,Snacks,Offline,M,20191004,473320901,277243.92
Europe,Fruits,Offline,M,20160316,212128245,5583.97
Europe,Personal Care,Offline,L,20110920,875943219,248570.14
Sub-Saharan Africa,Household,Online,C,20100318,127314651,677669.97
Sub-Saharan Africa,Clothes,Offline,C,20170202,649103868,228692.16
Sub-Saharan Africa,Meat,Offline,C,20120719,694484698,132132.00
Central America and the Cari,Baby Food,Online,C,20100508,836943471,865328.22
Europe,Clothes,Online,M,20200603,820279014,561301.92
Central America and the Cari,Clothes,Offline,L,20110603,908602654,335694.24
Central America and the Cari,Fruits,Online,H,20120426,536338222,7839.73
Sub-Saharan Africa,Cereal,Offline,H,20101026,558222043,811661.58
Europe,Office Supplies,Online,H,20120304,999302947,606505.00
Central America and the Cari,Baby Food,Online,L,20120607,604942262,451788.18
Australia and Oceania,Household,Online,M,20140707,890813815,76070.07
Europe,Baby Food,Online,C,20120216,292903935,540458.68
Europe,Beverages,Online,M,20160716,917511451,13812.12
Asia,Household,Offline,C,20190218,891247689,1467041.96
Europe,Baby Food,Online,H,20180217,211036479,885650.54
Sub-Saharan Africa,Cereal,Online,M,20130409,294114148,333718.53
Middle East and North Africa,Office Supplies,Online,C,20110220,828029525,150490.00
Sub-Saharan Africa,Cereal,Online,M,20191026,220643937,203668.41
Europe,Office Supplies,Online,M,20110623,550131213,619382.50
Europe,Vegetables,Online,C,20130401,814977681,559394.93
Middle East and North Africa,Cereal,Offline,C,20160507,983982169,92576.55
Central America and the Cari,Vegetables,Offline,H,20130627,646256005,23231.84
Asia,Cosmetics,Online,C,20141207,361223018,482141.51
Europe,Cosmetics,Online,H,20110121,308619534,1083731.71
Sub-Saharan Africa,Fruits,Online,M,20200622,738494384,13867.14
Middle East and North Africa,Snacks,Online,M,20200712,621208894,461576.94
Asia,Meat,Offline,C,20161020,797436892,466294.40
Central America and the Cari,Clothes,Online,H,20160520,828164708,87834.24
Europe,Cereal,Online,M,20111027,344691169,55900.29
Middle East and North Africa,Personal Care,Offline,C,20180720,398627603,40622.26
Sub-Saharan Africa,Household,Online,M,20160202,311897838,1053379.88
Asia,Vegetables,Offline,H,20170716,826738202,572020.93
Europe,Clothes,Offline,L,20101009,955697524,72705.60
Sub-Saharan Africa,Beverages,Online,L,20170329,231637132,85033.80
Central America and the Cari,Clothes,Offline,L,20111014,957730853,198067.68
Europe,Baby Food,Online,C,20130708,557465016,492816.26
Asia,Personal Care,Online,L,20160429,124638450,53678.52
Middle East and North Africa,Cereal,Offline,C,20150808,373362481,452694.90
Sub-Saharan Africa,Cereal,Online,H,20130731,288060939,220411.92
Australia and Oceania,Cosmetics,Offline,L,20140103,273470151,825882.50
Australia and Oceania,Clothes,Offline,M,20161014,804638946,690336.00
Asia,Cosmetics,Offline,C,20120816,176928651,1038699.38
Australia and Oceania,Snacks,Offline,M,20200622,356013095,57400.74
Middle East and North Africa,Snacks,Offline,M,20180104,227878606,176337.72
Europe,Office Supplies,Online,M,20110224,548824012,1019595.00
Sub-Saharan Africa,Personal Care,Online,H,20180103,795460641,83575.10
Europe,Fruits,Offline,M,20100129,514712321,8842.29
Europe,Office Supplies,Online,H,20131030,673815381,732250.00
Asia,Beverages,Offline,H,20191021,510318648,54543.78
Sub-Saharan Africa,Vegetables,Online,C,20200119,682083451,158140.65
Central America and the Cari,Personal Care,Online,C,20130620,117283618,142441.04
Australia and Oceania,Baby Food,Online,C,20110225,964405477,754130.62
Australia and Oceania,Vegetables,Offline,L,20200510,942247855,58963.42
Europe,Snacks,Online,H,20171002,989922082,485066.58
Australia and Oceania,Beverages,Offline,C,20181214,316851985,37552.68
Europe,Beverages,Online,C,20190904,452773892,73774.26
Sub-Saharan Africa,Baby Food,Offline,C,20111021,297736632,550332.26
Middle East and North Africa,Cosmetics,Online,H,20100209,172101533,1308024.01
Sub-Saharan Africa,Household,Offline,C,20141030,466542422,1512286.25
Middle East and North Africa,Fruits,Offline,C,20170102,292045629,3966.86
Sub-Saharan Africa,Baby Food,Online,C,20140714,629909980,308285.76
Europe,Personal Care,Offline,L,20170705,281746804,100114.70
Europe,Snacks,Online,L,20101017,819479930,64899.78
North America,Vegetables,Offline,C,20121031,735345685,251509.92
Middle East and North Africa,Household,Online,M,20161105,391892898,1437210.56
Middle East and North Africa,Vegetables,Offline,L,20170722,671982896,222659.51
Europe,Snacks,Offline,C,20160713,728789508,213171.24
Australia and Oceania,Vegetables,Online,H,20161107,235799062,444245.81
Sub-Saharan Africa,Fruits,Offline,C,20170929,736810386,17887.02
Europe,Household,Online,L,20191213,695934808,236993.90
Europe,Clothes,Offline,H,20200509,447596156,183893.76
Sub-Saharan Africa,Meat,Offline,L,20170513,846530759,349949.60
Australia and Oceania,Snacks,Offline,H,20160321,117787444,263403.78
Europe,Household,Online,H,20121225,606727540,500007.41
Europe,Snacks,Online,M,20100724,229024875,132611.70
Central America and the Cari,Baby Food,Online,M,20130514,120665776,626924.40
Sub-Saharan Africa,Clothes,Offline,M,20110411,587949073,444385.44
Europe,Clothes,Offline,M,20170118,657486093,264384.00
Sub-Saharan Africa,Office Supplies,Offline,H,20180326,326200664,1121100.00
Sub-Saharan Africa,Cereal,Online,H,20140721,111329114,320164.26
Asia,Cosmetics,Offline,M,20120805,600420272,1139891.72
Sub-Saharan Africa,Beverages,Offline,M,20200614,201335465,133000.38
Middle East and North Africa,Meat,Online,H,20100413,992248523,414299.60
Europe,Beverages,Offline,M,20191202,171645772,41545.98
Sub-Saharan Africa,Vegetables,Online,M,20190309,408326041,101260.52
Middle East and North Africa,Personal Care,Offline,M,20110629,391400659,75380.48
Asia,Meat,Offline,C,20171016,680293452,160446.00
Middle East and North Africa,Snacks,Online,C,20171007,554740750,494605.80
Sub-Saharan Africa,Meat,Offline,H,20190505,264791381,372314.80
Sub-Saharan Africa,Snacks,Online,H,20100721,580806672,135423.84
Central America and the Cari,Meat,Offline,L,20180514,543460452,50336.00
North America,Baby Food,Online,C,20171016,613739049,755185.08
Middle East and North Africa,Clothes,Online,H,20120125,422941291,483382.08
Middle East and North Africa,Beverages,Offline,L,20160819,122678506,33684.66
Europe,Snacks,Offline,M,20110104,834874522,373794.06
Sub-Saharan Africa,Household,Offline,H,20181227,601765668,777107.97
Europe,Office Supplies,Offline,C,20170929,235900771,900793.75
Central America and the Cari,Cereal,Offline,H,20180115,170141160,656008.95
Sub-Saharan Africa,Household,Offline,H,20160207,907660663,963719.95
Europe,Beverages,Offline,C,20200509,771945607,73821.24
Australia and Oceania,Household,Offline,C,20131225,856794822,577071.86
Central America and the Cari,Meat,Offline,M,20131008,976319634,201973.20
Asia,Cosmetics,Offline,H,20110404,114943873,573944.87
Europe,Cereal,Offline,C,20100311,477403867,289512.12
Middle East and North Africa,Clothes,Online,C,20100623,738748443,68739.84
Europe,Meat,Offline,C,20130705,994338929,334048.00
Sub-Saharan Africa,Household,Online,C,20161109,509849154,754071.50
Sub-Saharan Africa,Office Supplies,Online,M,20190802,871265447,714827.50
North America,Beverages,Offline,H,20161129,134886634,75277.62
Central America and the Cari,Cosmetics,Online,H,20160405,477324044,1677323.89
Europe,Fruits,Offline,H,20100706,545501506,11743.93
Sub-Saharan Africa,Baby Food,Online,L,20150611,406655347,691054.74
Europe,Vegetables,Offline,M,20101126,198334395,25883.30
Central America and the Cari,Snacks,Offline,L,20100429,578399980,14446.68
Asia,Fruits,Online,H,20120810,475025928,23095.03
Central America and the Cari,Cosmetics,Offline,H,20180226,236698567,560035.27
Asia,Cosmetics,Online,L,20121031,282216727,531346.72
Central America and the Cari,Personal Care,Offline,C,20160202,650691735,75154.94
Europe,Snacks,Offline,L,20110614,551547420,220174.02
Sub-Saharan Africa,Cosmetics,Offline,M,20160110,614520108,1566742.57
Middle East and North Africa,Clothes,Online,M,20110103,639658629,591779.52
Middle East and North Africa,Clothes,Online,M,20110228,947324311,232804.80
Sub-Saharan Africa,Fruits,Offline,H,20160922,128190982,8230.15
Sub-Saharan Africa,Cereal,Online,H,20180929,893244969,876243.69
Australia and Oceania,Fruits,Online,H,20150211,623785102,1754.48
Sub-Saharan Africa,Meat,Offline,H,20151205,821422708,348233.60
Central America and the Cari,Household,Offline,H,20160927,358081614,524038.26
Sub-Saharan Africa,Fruits,Offline,L,20140813,425998151,2829.34
Sub-Saharan Africa,Beverages,Offline,M,20130617,487721145,99910.80
Sub-Saharan Africa,Cereal,Offline,C,20180910,526111924,625888.35
Middle East and North Africa,Vegetables,Online,H,20100629,594344317,539508.98
Europe,Snacks,Offline,L,20130430,365904653,450659.22
Europe,Beverages,Offline,L,20150926,484591758,5089.50
Europe,Clothes,Offline,L,20180614,314516961,103770.72
Asia,Office Supplies,Online,L,20180514,190104091,616100.00
Australia and Oceania,Baby Food,Offline,M,20131118,966089475,594236.14
Sub-Saharan Africa,Meat,Offline,M,20100330,867521941,450507.20
Middle East and North Africa,Personal Care,Online,C,20140315,439762818,111391.70
Central America and the Cari,Fruits,Online,M,20171221,298485934,18017.16
Sub-Saharan Africa,Cereal,Online,C,20150411,679677617,50141.94
Europe,Snacks,Online,L,20170515,989636695,239583.30
Sub-Saharan Africa,Beverages,Online,H,20150821,254974496,23082.84
Middle East and North Africa,Baby Food,Offline,L,20190101,272614848,157881.42
Central America and the Cari,Fruits,Offline,H,20160702,659794080,15869.85
Australia and Oceania,Fruits,Online,H,20140921,204061019,12158.45
Asia,Baby Food,Online,C,20110122,913276994,748858.32
Middle East and North Africa,Snacks,Online,H,20200613,365615832,149098.56
North America,Clothes,Online,M,20160724,259563863,702820.80
Central America and the Cari,Snacks,Offline,C,20111230,563919913,291635.46
Sub-Saharan Africa,Beverages,Offline,C,20100228,867795312,137369.52
Asia,Baby Food,Offline,H,20100816,830613887,571517.32
Asia,Clothes,Offline,H,20140615,632111966,354935.52
Sub-Saharan Africa,Beverages,Online,M,20181117,522338378,6076.08
Europe,Baby Food,Offline,H,20111209,371654450,926582.76
Middle East and North Africa,Clothes,Offline,L,20200806,120734012,494398.08
Central America and the Cari,Office Supplies,Online,C,20191113,230563390,970357.50
Asia,Personal Care,Offline,H,20121224,332441413,141764.42
Middle East and North Africa,Office Supplies,Online,C,20150522,577979409,733007.50
Asia,Fruits,Online,L,20170417,289101207,785.66
Europe,Cereal,Online,M,20100530,208043134,304838.19
Central America and the Cari,Fruits,Online,M,20140910,247354018,15438.46
Central America and the Cari,Office Supplies,Offline,C,20190706,839895188,316256.25
Australia and Oceania,Clothes,Online,H,20100525,688840472,151139.52
Middle East and North Africa,Baby Food,Online,C,20170301,817676198,710514.32
Australia and Oceania,Beverages,Online,M,20120422,520201194,124465.68
Asia,Cosmetics,Online,M,20120809,510526788,882564.12
Europe,Meat,Offline,H,20200418,673076808,414128.00
Asia,Fruits,Online,M,20170927,512587583,11835.51
Europe,Baby Food,Offline,C,20150712,504107940,536528.42
Sub-Saharan Africa,Baby Food,Online,H,20150123,742999207,846539.66
Sub-Saharan Africa,Household,Online,C,20131128,494935214,196058.59
Sub-Saharan Africa,Cereal,Online,C,20110218,445902287,110826.09
Central America and the Cari,Personal Care,Offline,C,20120824,452199256,116879.84
Europe,Baby Food,Offline,L,20150308,890437448,870696.38
Europe,Meat,Offline,H,20110813,407540690,526354.40
Middle East and North Africa,Snacks,Online,M,20170923,870745313,96109.02
Sub-Saharan Africa,Beverages,Offline,L,20130513,617600142,7219.26
Europe,Office Supplies,Offline,L,20111217,305966508,144430.00
Central America and the Cari,Cosmetics,Offline,C,20120601,664018237,1148759.09
Middle East and North Africa,Personal Care,Offline,L,20150219,240241658,42602.00
Europe,Fruits,Offline,C,20160902,353435599,20010.23
Sub-Saharan Africa,Personal Care,Offline,H,20150203,142711389,8169.56
Asia,Beverages,Offline,L,20150424,617492854,136429.92
Asia,Personal Care,Online,H,20130117,607516324,161261.10
Sub-Saharan Africa,Clothes,Online,H,20101117,812830626,257040.00
Europe,Personal Care,Offline,H,20121117,653797090,48666.52
Australia and Oceania,Baby Food,Offline,C,20190417,521089541,79563.80
Middle East and North Africa,Cereal,Online,C,20100617,425694310,111711.99
Europe,Clothes,Offline,C,20160513,448910224,100319.04
Europe,Household,Online,C,20150106,292348611,216277.65
Sub-Saharan Africa,Household,Offline,C,20120831,627933299,1370918.56
Australia and Oceania,Vegetables,Offline,L,20170124,847900617,94063.70
Central America and the Cari,Vegetables,Online,M,20100928,414799392,455356.69
Middle East and North Africa,Baby Food,Offline,H,20200629,211490952,357270.22
Asia,Baby Food,Online,C,20151025,291149127,608902.72
Sub-Saharan Africa,Meat,Offline,L,20100622,327260243,139167.60
Sub-Saharan Africa,Clothes,Online,C,20140525,963623130,466564.32
Europe,Baby Food,Online,H,20170815,664349114,433383.06
Australia and Oceania,Vegetables,Offline,M,20170117,663862025,24052.53
Asia,Clothes,Offline,L,20110126,916898190,690703.20
North America,Fruits,Online,H,20150818,548506438,9878.59
Middle East and North Africa,Household,Online,C,20160202,104048097,1491404.27
Asia,Snacks,Online,C,20150511,199196994,312754.08
Middle East and North Africa,Office Supplies,Online,C,20171106,169939458,974271.25
Asia,Cereal,Offline,H,20130609,322574317,510632.76
Asia,Vegetables,Offline,M,20141122,583712899,156120.49
Sub-Saharan Africa,Clothes,Offline,M,20200609,950279033,553590.72
Central America and the Cari,Household,Offline,L,20190213,139509046,444487.86
Sub-Saharan Africa,Office Supplies,Offline,H,20170708,538951766,840698.75
Europe,Fruits,Offline,L,20130111,556468522,616.96
Middle East and North Africa,Vegetables,Offline,L,20200804,470233142,81500.83
Sub-Saharan Africa,Household,Online,M,20131115,178731954,1592996.76
Europe,Meat,Offline,C,20160303,550763785,120005.60
Central America and the Cari,Meat,Online,L,20200311,275439965,438209.20
Middle East and North Africa,Household,Offline,C,20141026,812184321,371898.12
Australia and Oceania,Clothes,Offline,L,20111022,540733182,280540.80
Australia and Oceania,Meat,Offline,L,20190131,611135375,422879.60
Asia,Office Supplies,Online,M,20131228,893752229,1262500.00
Australia and Oceania,Cosmetics,Offline,H,20121020,429257571,992623.83
Central America and the Cari,Cereal,Online,H,20111201,578637731,54748.62
Australia and Oceania,Household,Offline,M,20140726,973191535,1302140.61
Europe,Cosmetics,Offline,H,20141023,864530313,449627.82
Sub-Saharan Africa,Snacks,Offline,H,20130720,474577891,385924.86
Middle East and North Africa,Snacks,Online,H,20130312,545570600,293289.66
Sub-Saharan Africa,Fruits,Online,M,20120422,990057265,21210.41
Sub-Saharan Africa,Beverages,Offline,C,20101214,440899217,11447.46
Europe,Cereal,Offline,M,20160121,301270282,126329.34
Middle East and North Africa,Fruits,Offline,M,20140823,694656789,7796.35
